Destination,Type,Budget (INR),Duration (days),Rating,Climate,Popularity,Best Season,Latitude,Longitude,Best Food to Try,Best Mode of Transportation
Goa,Beach,22054,5,4.1,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,11446,3,4.8,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,12660,3,4.1,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,19545,5,4.0,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Andaman,Beach,27453,5,4.4,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,12983,2,4.2,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,14891,3,4.8,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Shimla,Hill Station,17286,5,4.5,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ranthambore,Wildlife,19347,3,4.2,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,22870,5,4.6,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,20298,5,4.9,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ladakh,Adventure,30390,6,4.3,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,12238,3,4.8,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,14076,5,4.5,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,16258,2,4.9,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,15589,2,4.6,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,19682,4,4.2,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,14545,3,4.3,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Goa,Beach,22791,4,4.9,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,16643,4,4.2,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Jaipur,Historical,14300,4,4.1,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Hampi,Heritage,12411,2,4.0,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,19361,5,4.3,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Rishikesh,Adventure,14676,3,4.6,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,15954,3,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,14470,2,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,15801,3,4.3,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,11227,2,4.7,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,18716,5,4.9,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,11665,2,4.6,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,26271,5,4.3,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Shimla,Hill Station,14959,5,4.5,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,12020,2,4.3,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Goa,Beach,18774,4,4.2,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Ooty,Hill Station,13805,4,4.2,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,11706,3,4.5,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,18208,4,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ranthambore,Wildlife,19831,3,4.8,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,16590,3,4.1,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,21837,5,4.8,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,19605,4,4.5,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Rishikesh,Adventure,10433,4,4.8,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Udaipur,Historical,16790,3,4.6,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,13181,4,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Mysore,Cultural,12078,3,4.5,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,19517,4,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,22124,3,4.5,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,18775,4,4.9,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,14861,3,4.0,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,13974,4,4.1,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Rishikesh,Adventure,14279,3,4.7,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Rishikesh,Adventure,10273,5,4.2,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Mysore,Cultural,9210,2,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,18810,4,4.3,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,19647,4,4.3,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,10573,4,4.7,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,15617,3,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,16098,4,4.5,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,18091,4,4.1,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ooty,Hill Station,13328,4,4.4,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Munnar,Hill Station,14141,4,4.6,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,20665,5,4.1,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ladakh,Adventure,32328,6,4.2,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Mysore,Cultural,12415,3,4.7,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Udaipur,Historical,16028,3,4.3,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,16478,4,4.8,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,27695,4,4.6,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Manali,Hill Station,16457,4,4.0,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Kaziranga,Wildlife,20204,5,4.7,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,19852,4,4.2,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,26898,5,4.3,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,20529,4,4.6,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Rishikesh,Adventure,10660,4,4.8,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,20084,4,4.1,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,18975,4,4.9,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,20611,5,4.7,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Mysore,Cultural,12226,2,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,15454,5,4.7,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20864,4,4.9,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,17267,2,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,13585,2,4.4,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,13754,4,4.8,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,17077,4,4.8,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Udaipur,Historical,12509,3,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,15321,4,4.5,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,12783,2,4.5,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,18004,4,4.8,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,13641,3,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,15696,3,4.3,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,17043,5,4.2,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Jaipur,Historical,12109,3,4.1,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,14677,5,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,12885,4,4.5,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Ladakh,Adventure,32647,5,4.2,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ladakh,Adventure,32432,6,4.3,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,15207,3,4.3,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Ranthambore,Wildlife,21190,4,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,15179,4,4.9,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,17972,5,4.5,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,22846,3,4.2,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Hampi,Heritage,14911,3,4.9,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,25397,6,4.9,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ooty,Hill Station,13390,3,4.6,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Goa,Beach,19542,3,4.3,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,14760,3,4.0,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Mysore,Cultural,10315,3,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Rishikesh,Adventure,11627,5,4.4,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,16394,3,4.6,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,10146,2,4.7,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Shimla,Hill Station,15943,4,4.0,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Munnar,Hill Station,16621,2,4.2,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,16098,3,4.3,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,14863,2,4.2,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Ranthambore,Wildlife,18776,3,4.8,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Rishikesh,Adventure,12902,3,4.8,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Kaziranga,Wildlife,17625,3,4.8,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Andaman,Beach,27066,5,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Andaman,Beach,27632,4,4.4,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,18406,2,4.2,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,20083,3,4.4,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,15393,4,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,16463,4,4.7,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,10766,3,4.8,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,16893,4,4.5,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Andaman,Beach,26117,6,4.7,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,13208,3,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,13731,5,4.1,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,30868,5,4.4,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,15951,3,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ooty,Hill Station,16580,3,4.6,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Jaipur,Historical,14583,4,4.5,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ooty,Hill Station,13371,3,4.8,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,25134,5,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,10001,3,4.1,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,21983,3,4.2,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ooty,Hill Station,14107,4,4.0,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Ooty,Hill Station,14855,4,4.5,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Shimla,Hill Station,14555,4,4.5,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,16793,4,4.8,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,14883,6,4.5,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,17921,3,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,15035,5,4.8,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,17549,4,4.5,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ranthambore,Wildlife,20757,2,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,27166,5,4.6,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,18558,5,4.5,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ooty,Hill Station,15801,4,4.3,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,24684,5,4.9,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,11820,3,4.3,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,13977,4,4.4,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,21818,4,4.7,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,18334,4,4.3,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,15669,3,4.7,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Rishikesh,Adventure,14365,3,4.6,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,22372,3,4.4,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,18818,3,4.4,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Mysore,Cultural,11507,2,4.2,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,15333,3,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,25585,5,4.2,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,21682,3,4.6,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ladakh,Adventure,32227,6,4.6,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Shimla,Hill Station,16128,5,4.0,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Goa,Beach,18225,3,4.1,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Rishikesh,Adventure,11272,4,4.6,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Mysore,Cultural,12417,3,4.7,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,20166,4,4.3,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,11608,4,4.7,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ooty,Hill Station,14498,3,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Goa,Beach,21102,5,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Shimla,Hill Station,17083,4,4.5,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,13933,5,4.5,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,20338,4,4.6,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,21970,5,4.7,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Goa,Beach,20941,5,4.5,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,13247,4,4.2,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,11500,2,4.0,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,21886,3,4.5,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Mysore,Cultural,9642,3,4.0,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Goa,Beach,19314,3,4.8,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,16506,4,4.9,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,14446,6,4.5,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,18077,4,4.6,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,14730,2,4.1,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,10221,2,4.9,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Mysore,Cultural,9892,3,4.0,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,21035,4,4.4,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Mysore,Cultural,11937,2,4.9,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,20423,3,4.5,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Mysore,Cultural,10616,2,4.6,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Udaipur,Historical,15710,4,4.2,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,14572,5,4.0,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Darjeeling,Hill Station,18380,4,4.7,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,16304,5,4.3,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ladakh,Adventure,30168,6,4.2,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,11501,2,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,15356,4,4.4,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,12668,3,4.2,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Mysore,Cultural,12994,2,4.6,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,15103,6,4.8,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,10428,4,4.4,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Hampi,Heritage,14569,3,4.7,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Shimla,Hill Station,18549,5,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Jaipur,Historical,14300,3,4.0,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,18616,4,4.6,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Manali,Hill Station,15094,4,4.8,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,15984,5,4.4,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20539,3,4.5,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,21901,4,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,26101,4,4.2,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,20444,4,4.8,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Rishikesh,Adventure,10436,4,4.5,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Darjeeling,Hill Station,19722,5,4.1,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,14519,4,4.2,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,12895,2,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,12771,2,4.5,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Andaman,Beach,24603,4,4.4,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,13836,2,4.8,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,15397,4,4.7,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Kaziranga,Wildlife,20921,4,4.6,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,12193,3,4.1,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ladakh,Adventure,29151,7,4.9,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Munnar,Hill Station,16178,3,4.5,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,23983,6,4.7,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Darjeeling,Hill Station,16561,4,4.5,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,17461,5,4.2,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,15006,2,4.2,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Jaipur,Historical,12232,4,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Munnar,Hill Station,17013,2,4.0,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,15304,4,4.2,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,27844,4,4.8,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,20335,3,4.4,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
